OGID	OG_Merge_Status	phyloOGID(s)	synteOGID(s)	paternalDiploid	tetraploid	maternalDiploid	numSeqs_paternalDiploid	numSeqs_tetraploid	numSeqs_maternalDiploid	numSeqs_total	numSpecies	Assignment_Genome	Targeting	CyMIRA_interaction	CyMIRA_subInteraction	PHY_taxon_composition	PHY_top	PHY_BS_support	PHY_paternal_homeolog_in_tet	PHY_maternal_homeolog_in_tet
OG70	Overlapping	OG0000269.2	OG0008311	Csuecicum_BBB09154	"AUR62001508,AUR62009862"	Cpallidicaule_CP019517	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62009862	AUR62001508
OG71	Overlapping	"OG0000273.0,OG0008143.0,OG0000273.1,OG0013265.0,OG0000273.2"	"OG0016763,OG0000476,OG0000485"	"Csuecicum_BBB01068,Csuecicum_BBB01070,Csuecicum_BBB01063,Csuecicum_BBB01062,Csuecicum_BBB01066,Csuecicum_BBB01061,Csuecicum_BBB01064,Csuecicum_BBB01065,Csuecicum_BBB01067"	"AUR62019238,AUR62000066,AUR62019240,AUR62019232,AUR62000059,AUR62000060,AUR62000064,AUR62019230,AUR62019231,AUR62019233,AUR62019234,AUR62019235,AUR62019236,AUR62019237"	"Cpallidicaule_CP007928,Cpallidicaule_CP007927,Cpallidicaule_CP007924,Cpallidicaule_CP007923,Cpallidicaule_CP007925"	9	14	5	28	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG72	Identical	OG0000277.0	OG0011640	Csuecicum_BBB15173	AUR62034833	Cpallidicaule_CP001723	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG73	Overlapping	OG0000278.0	OG0008568	Csuecicum_BBB06319	"AUR62025402,AUR62008843"	Cpallidicaule_CP018984	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62008843	AUR62025402
OG74	Overlapping	"OG0000278.1,OG0002654.0"	OG0008654	Csuecicum_BBB20126	"AUR62036804,AUR62002104,AUR62028222,AUR62039899,AUR62039900"	"Cpallidicaule_CP018586,Cpallidicaule_CP009625"	1	5	2	8	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG75	Overlapping	"OG0000281.0,OG0000869.0"	OG0009257	"Csuecicum_BBB04394,Csuecicum_BBB02546"	"AUR62016785,AUR62006029,AUR62010273,AUR62010274,AUR62010438,AUR62013253,AUR62035597,AUR62037857"	Cpallidicaule_CP021618	2	8	1	11	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG76	Overlapping	OG0000283.0	OG0001238	"Csuecicum_BBB07030,Csuecicum_BBB07029,Csuecicum_BBB10386"	"AUR62006349,AUR62029679"	Cpallidicaule_CP017873	3	2	1	6	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG77	Overlapping	OG0000288.0	OG0007014	Csuecicum_BBB14966	"AUR62031563,AUR62012439"	Cpallidicaule_CP017679	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62012439	AUR62031563
OG78	Overlapping	"OG0000290.0,OG0000290.1"	"OG0001790,OG0011599"	"Csuecicum_BBB18058,Csuecicum_BBB21584,Csuecicum_BBB17204,Csuecicum_BBB17203"	"AUR62030351,AUR62040837,AUR62030357,AUR62040840,AUR62030352,AUR62030353"	"Cpallidicaule_CP010669,Cpallidicaule_CP010670"	4	6	2	12	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG79	Overlapping	"OG0000292.0,OG0015692.0"	OG0001536	Csuecicum_BBB20580	"AUR62027474,AUR62027341,AUR62034007"	"Cpallidicaule_CP006936,Cpallidicaule_CP007064,Cpallidicaule_CP020573"	1	3	3	7	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG80	Overlapping	"OG0000294.0,OG0000294.2,OG0000294.1"	OG0000040	"Csuecicum_BBB11458,Csuecicum_BBB11460,Csuecicum_BBB11459,Csuecicum_BBB11456,Csuecicum_BBB11457"	"AUR62013472,AUR62013474,AUR62026799,AUR62013473,AUR62026800,AUR62013470,AUR62013471,AUR62026801,AUR62026802"	"Cpallidicaule_CP014117,Cpallidicaule_CP014115,Cpallidicaule_CP014116,Cpallidicaule_CP014118"	5	9	4	18	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG81	Overlapping	"OG0000297.0,OG0000036.0"	OG0000348	"Csuecicum_BBB14143,Csuecicum_BBB10920,Csuecicum_BBB10921,Csuecicum_BBB10922,Csuecicum_BBB10923,Csuecicum_BBB10924,Csuecicum_BBB12929"	"AUR62002301,AUR62000106,AUR62000801,AUR62001030,AUR62001187,AUR62003450,AUR62004099,AUR62007450,AUR62007813,AUR62011346,AUR62012656,AUR62013880,AUR62014469,AUR62014669,AUR62015039,AUR62015227,AUR62015389,AUR62017448,AUR62017715,AUR62018301,AUR62018667,AUR62020504,AUR62020527,AUR62024261,AUR62024504,AUR62026644,AUR62026793,AUR62027617,AUR62028055,AUR62029751,AUR62031017,AUR62031267,AUR62031964,AUR62033314,AUR62036020,AUR62036059,AUR62036434,AUR62036748,AUR62037345,AUR62038857,AUR62040802,AUR62041316,AUR62042781,AUR62043943,AUR62002300,AUR62015390"	"Cpallidicaule_CP011831,Cpallidicaule_CP017727,Cpallidicaule_CP021548"	7	46	3	56	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG82	Overlapping	OG0000298.0	OG0001412	Csuecicum_BBB17489	"AUR62034799,AUR62029537,AUR62029538"	Cpallidicaule_CP001801	1	3	1	5	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG83	Overlapping	OG0000299.0	OG0000640	"Csuecicum_BBB03331,Csuecicum_BBB03330"	"AUR62009672,AUR62001874,AUR62001875,AUR62001876,AUR62009673"	Cpallidicaule_CP019920	2	5	1	8	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG84	Ortho1-specific	OG0000302.0	N/A	Csuecicum_BBB13740	AUR62033122	Cpallidicaule_CP018736	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG85	Ortho1-specific	OG0000306.0	N/A	Csuecicum_BBB15613	AUR62037523	Cpallidicaule_CP009127	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG86	Overlapping	"OG0000306.1,OG0015359.0,OG0010697.0,OG0000306.2"	OG0000839	"Csuecicum_BBB18295,Csuecicum_BBB11372,Csuecicum_BBB14428"	"AUR62037518,AUR62037498,AUR62004758,AUR62026168,AUR62026169,AUR62004735,AUR62037520,AUR62004737"	"Cpallidicaule_CP009121,Cpallidicaule_CP009106,Cpallidicaule_CP003612,Cpallidicaule_CP009124"	3	8	4	15	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG87	Overlapping	OG0000309.0	OG0000217	"Csuecicum_BBB04900,Csuecicum_BBB18515,Csuecicum_BBB18516"	"AUR62003097,AUR62003124,AUR62003125,AUR62007915,AUR62007945,AUR62007946"	"Cpallidicaule_CP004285,Cpallidicaule_CP004247"	3	6	2	11	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG88	Overlapping	"OG0000309.1,OG0000309.2,OG0000494.0"	OG0000282	"Csuecicum_BBB19222,Csuecicum_BBB19221"	"AUR62025944,AUR62025945,AUR62007218,AUR62010482,AUR62013891,AUR62025956,AUR62029616,AUR62031269,AUR62034554,AUR62036703,AUR62041633,AUR62042102,AUR62042776,AUR62025943,AUR62029617"	"Cpallidicaule_CP001711,Cpallidicaule_CP001712,Cpallidicaule_CP001710"	2	15	3	20	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG89	Identical	OG0000310.0	OG0014121	Csuecicum_BBB14280	AUR62040908	Cpallidicaule_CP007856	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG90	Overlapping	"OG0000310.1,OG0000115.0"	OG0005101	"Csuecicum_BBB10363,Csuecicum_BBB13479"	"AUR62003141,AUR62007072,AUR62007256,AUR62007961,AUR62011193,AUR62011600,AUR62017048,AUR62019636,AUR62019719,AUR62026887,AUR62027492,AUR62031601,AUR62032485,AUR62032738,AUR62033518,AUR62033837,AUR62034660,AUR62040777,AUR62043672"	"Cpallidicaule_CP004230,Cpallidicaule_CP003806,Cpallidicaule_CP006703,Cpallidicaule_CP018452"	2	19	4	25	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG91	Overlapping	OG0000312.0	OG0008896	Csuecicum_BBB19952	"AUR62013119,AUR62010123"	Cpallidicaule_CP021900	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62013119	AUR62010123
OG92	Overlapping	OG0000317.0	"OG0000693,OG0014160"	"Csuecicum_BBB20780,Csuecicum_BBB10666,Csuecicum_BBB20781"	"AUR62015806,AUR62015807,AUR62020410"	"Cpallidicaule_CP010087,Cpallidicaule_CP010081,Cpallidicaule_CP010090,Cpallidicaule_CP010091,Cpallidicaule_CP010083"	3	3	5	11	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG93	Overlapping	"OG0000319.0,OG0007448.0"	OG0003982	"Csuecicum_BBB08030,Csuecicum_BBB08031"	"AUR62022000,AUR62012653,AUR62022001"	"Cpallidicaule_CP005722,Cpallidicaule_CP005723"	2	3	2	7	3	maternalDiploid	Dual-targeted_Interacting	"mt-PPR,pt-PPR"	N/A	NA	NA	NA	NA	NA
OG94	Overlapping	"OG0000323.0,OG0000323.2,OG0000323.1"	OG0000671	"Csuecicum_BBB02706,Csuecicum_BBB02704,Csuecicum_BBB02705"	"AUR62002270,AUR62002275,AUR62015422,AUR62015423,AUR62015424"	"Cpallidicaule_CP011870,Cpallidicaule_CP011857,Cpallidicaule_CP011859"	3	5	3	11	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG95	Identical	OG0000328.0	OG0013721	Csuecicum_BBB07669	AUR62002158	Cpallidicaule_CP012041	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG96	Overlapping	"OG0000329.0,OG0000054.0,OG0012903.0,OG0002309.0,OG0002928.0,OG0013195.0,OG0000082.0"	OG0000300	"Csuecicum_BBB16136,Csuecicum_BBB09058,Csuecicum_BBB10354,Csuecicum_BBB13227,Csuecicum_BBB13229,Csuecicum_BBB13230,Csuecicum_BBB13264,Csuecicum_BBB15594,Csuecicum_BBB16430,Csuecicum_BBB17185,Csuecicum_BBB18390,Csuecicum_BBB18924,Csuecicum_BBB19356,Csuecicum_BBB19535,Csuecicum_BBB19992,Csuecicum_BBB20019,Csuecicum_BBB20304,Csuecicum_BBB21083,Csuecicum_BBB21503,Csuecicum_BBB21573"	"AUR62038598,AUR62018240,AUR62019515,AUR62041527,AUR62033022,AUR62033024,AUR62039806,AUR62007515,AUR62030772,AUR62034013,AUR62038617,AUR62042946,AUR62026574,AUR62028503,AUR62031308,AUR62038589,AUR62024349,AUR62040356,AUR62042513,AUR62004862,AUR62005778,AUR62014956,AUR62022417,AUR62025860,AUR62027609,AUR62031350,AUR62036640,AUR62041040,AUR62043742"	"Cpallidicaule_CP006601,Cpallidicaule_CP001280,Cpallidicaule_CP001471,Cpallidicaule_CP001472,Cpallidicaule_CP001577,Cpallidicaule_CP003947,Cpallidicaule_CP004054,Cpallidicaule_CP004197,Cpallidicaule_CP004198,Cpallidicaule_CP004489,Cpallidicaule_CP006267,Cpallidicaule_CP006365,Cpallidicaule_CP006655,Cpallidicaule_CP008972,Cpallidicaule_CP009204,Cpallidicaule_CP009476,Cpallidicaule_CP009670,Cpallidicaule_CP009671,Cpallidicaule_CP013255,Cpallidicaule_CP013256,Cpallidicaule_CP013445,Cpallidicaule_CP016247,Cpallidicaule_CP016355,Cpallidicaule_CP018377,Cpallidicaule_CP018378,Cpallidicaule_CP018519,Cpallidicaule_CP020614,Cpallidicaule_CP020650,Cpallidicaule_CP020651,Cpallidicaule_CP020653,Cpallidicaule_CP020722,Cpallidicaule_CP020745,Cpallidicaule_CP021120,Cpallidicaule_CP022427,Cpallidicaule_CP009690"	20	29	35	84	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG97	Overlapping	"OG0000330.0,OG0000330.1"	OG0000344	"Csuecicum_BBB03564,Csuecicum_BBB03562,Csuecicum_BBB03563,Csuecicum_BBB03565"	"AUR62021093,AUR62021089,AUR62031444,AUR62021092,AUR62021094"	"Cpallidicaule_CP012470,Cpallidicaule_CP012469"	4	5	2	11	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG98	Overlapping	"OG0000333.0,OG0013449.0"	OG0000057	"Csuecicum_BBB18966,Csuecicum_BBB18964,Csuecicum_BBB05654,Csuecicum_BBB05656,Csuecicum_BBB18965"	"AUR62023781,AUR62023783,AUR62002396,AUR62002405,AUR62002406,AUR62002407,AUR62002408,AUR62023782,AUR62023784,AUR62023785"	"Cpallidicaule_CP011722,Cpallidicaule_CP011724,Cpallidicaule_CP011740"	5	10	3	18	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG99	Overlapping	OG0000340.0	OG0001111	"Csuecicum_BBB00806,Csuecicum_BBB00807"	"AUR62007593,AUR62004081,AUR62004082"	Cpallidicaule_CP005404	2	3	1	6	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG100	Ortho1-specific	OG0000356.0	N/A	Csuecicum_BBB13299	AUR62018290	Cpallidicaule_CP003731	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG101	Overlapping	OG0000358.0	OG0003787	Csuecicum_BBB12557	"AUR62027549,AUR62035808"	Cpallidicaule_CP006363	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62027549	AUR62035808
OG102	Overlapping	"OG0000361.0,OG0002350.0"	OG0000095	"Csuecicum_BBB11157,Csuecicum_BBB11154,Csuecicum_BBB11155,Csuecicum_BBB11156,Csuecicum_BBB11158"	"AUR62042741,AUR62013601,AUR62027426,AUR62042740,AUR62044697,AUR62004249,AUR62004250,AUR62004251,AUR62004252,AUR62042742"	"Cpallidicaule_CP014881,Cpallidicaule_CP014880"	5	10	2	17	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG103	Overlapping	"OG0000368.0,OG0000315.0"	OG0000938	"Csuecicum_BBB07192,Csuecicum_BBB07190,Csuecicum_BBB07191"	"AUR62010289,AUR62000084,AUR62010857,AUR62013381,AUR62015493,AUR62017462,AUR62027548,AUR62030452,AUR62035194,AUR62036316,AUR62039100,AUR62039355,AUR62042632,AUR62039101"	"Cpallidicaule_CP021766,Cpallidicaule_CP005742,Cpallidicaule_CP013369"	3	14	3	20	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG104	Identical	OG0000370.0	OG0013275	Csuecicum_BBB20137	AUR62025501	Cpallidicaule_CP018860	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG105	Overlapping	OG0000371.0	OG0009982	Csuecicum_BBB08971	"AUR62023856,AUR62002332"	Cpallidicaule_CP011806	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62023856	AUR62002332
OG106	Overlapping	"OG0000379.0,OG0000379.1"	"OG0000180,OG0011603"	"Csuecicum_BBB03903,Csuecicum_BBB03905,Csuecicum_BBB03902,Csuecicum_BBB03904"	"AUR62025696,AUR62025693,AUR62001313,AUR62001314,AUR62001315,AUR62025695,AUR62025697,AUR62025698"	"Cpallidicaule_CP019305,Cpallidicaule_CP019303,Cpallidicaule_CP019304,Cpallidicaule_CP019306"	4	8	4	16	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG107	Overlapping	"OG0000387.0,OG0000387.1"	OG0001198	"Csuecicum_BBB01951,Csuecicum_BBB01957"	"AUR62012154,AUR62012161,AUR62022796,AUR62022794,AUR62022795"	"Cpallidicaule_CP017355,Cpallidicaule_CP017359"	2	5	2	9	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG108	Overlapping	OG0000389.0	"OG0000452,OG0014392"	"Csuecicum_BBB21451,Csuecicum_BBB19671,Csuecicum_BBB19672,Csuecicum_BBB19133,Csuecicum_BBB19134"	"AUR62017090,AUR62017088,AUR62017089,AUR62036409,AUR62036446,AUR62036447"	Cpallidicaule_CP010250	5	6	1	12	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG109	Overlapping	"OG0000393.0,OG0000393.2,OG0000003.0,OG0000393.1"	"OG0001083,OG0014376"	"Csuecicum_BBB12618,Csuecicum_BBB07748,Csuecicum_BBB10929,Csuecicum_BBB21364,Csuecicum_BBB21730,Csuecicum_BBB11790,Csuecicum_BBB11503,Csuecicum_BBB18773"	"AUR62022495,AUR62043780,AUR62000163,AUR62000403,AUR62004041,AUR62004845,AUR62004891,AUR62004946,AUR62005414,AUR62006514,AUR62007678,AUR62008899,AUR62008999,AUR62009870,AUR62012659,AUR62014229,AUR62018113,AUR62018253,AUR62018254,AUR62018971,AUR62018982,AUR62018983,AUR62019509,AUR62021122,AUR62021622,AUR62022740,AUR62023858,AUR62024927,AUR62025516,AUR62025958,AUR62026266,AUR62026988,AUR62027917,AUR62027918,AUR62028159,AUR62028311,AUR62028422,AUR62028908,AUR62029768,AUR62030171,AUR62030964,AUR62031352,AUR62031378,AUR62032054,AUR62033069,AUR62033173,AUR62033451,AUR62033455,AUR62035766,AUR62037810,AUR62037891,AUR62038248,AUR62039590,AUR62040472,AUR62040473,AUR62040565,AUR62041067,AUR62041494,AUR62041768,AUR62041820,AUR62042059,AUR62042689,AUR62043433,AUR62043532,AUR62044583,AUR62022492,AUR62031353"	"Cpallidicaule_CP006767,Cpallidicaule_CP006795,Cpallidicaule_CP009016,Cpallidicaule_CP009541,Cpallidicaule_CP006798"	8	67	5	80	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG110	Overlapping	"OG0000395.0,OG0000395.1"	OG0000106	"Csuecicum_BBB12350,Csuecicum_BBB12348,Csuecicum_BBB12349,Csuecicum_BBB12351,Csuecicum_BBB12352"	"AUR62043651,AUR62040230,AUR62009229,AUR62009230,AUR62009231,AUR62040228,AUR62040229"	"Cpallidicaule_CP016807,Cpallidicaule_CP016808,Cpallidicaule_CP022491,Cpallidicaule_CP016806"	5	7	4	16	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG111	Overlapping	OG0000397.0	OG0007661	Csuecicum_BBB01366	"AUR62009411,AUR62023091"	"Cpallidicaule_CP016991,Cpallidicaule_CP016990"	1	2	2	5	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG112	Overlapping	OG0000397.1	OG0009042	Csuecicum_BBB00909	"AUR62016296,AUR62011483"	"Cpallidicaule_CP021401,Cpallidicaule_CP021400"	1	2	2	5	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG113	Overlapping	OG0000399.0	OG0001714	"Csuecicum_BBB05018,Csuecicum_BBB05016,Csuecicum_BBB05017"	"AUR62001123,AUR62001127"	Cpallidicaule_CP019095	3	2	1	6	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG114	Overlapping	"OG0000416.0,OG0000416.2,OG0000416.1"	OG0000527	"Csuecicum_BBB14009,Csuecicum_BBB16621,Csuecicum_BBB16622"	"AUR62035817,AUR62027536,AUR62035820,AUR62027537,AUR62035819"	"Cpallidicaule_CP006357,Cpallidicaule_CP006349,Cpallidicaule_CP006352"	3	5	3	11	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG115	Overlapping	OG0000426.0	OG0004444	Csuecicum_BBB02017	"AUR62013344,AUR62011143"	Cpallidicaule_CP007342	1	2	1	4	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	QUARTET	PASSED	79	AUR62011143	AUR62013344
OG116	Overlapping	OG0000427.0	OG0000163	"Csuecicum_BBB02919,Csuecicum_BBB02918"	"AUR62005680,AUR62005681,AUR62005682,AUR62005683,AUR62028873,AUR62028874,AUR62028875"	"Cpallidicaule_CP003050,Cpallidicaule_CP003048,Cpallidicaule_CP003049"	2	7	3	12	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG117	Overlapping	OG0000431.0	OG0016236	Csuecicum_BBB04398	AUR62016788	Cpallidicaule_CP021621	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG118	Overlapping	OG0000432.0	OG0005859	Csuecicum_BBB07575	"AUR62017212,AUR62010671"	Cpallidicaule_CP000765	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62017212	AUR62010671
OG119	Overlapping	OG0000433.0	OG0003381	Csuecicum_BBB03153	"AUR62022602,AUR62004396"	Cpallidicaule_CP015034	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004396	AUR62022602
OG120	Overlapping	OG0000438.0	OG0004978	"Csuecicum_BBB08658,Csuecicum_BBB00810"	"AUR62007590,AUR62004078"	Cpallidicaule_CP005401	2	2	1	5	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG121	Overlapping	OG0000438.1	OG0016178	Csuecicum_BBB16588	"AUR62040325,AUR62042119"	Cpallidicaule_CP018198	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62042119	AUR62040325
OG122	Overlapping	OG0000439.0	OG0000662	"Csuecicum_BBB06557,Csuecicum_BBB06555,Csuecicum_BBB06556"	"AUR62020918,AUR62018501,AUR62018502,AUR62020917"	Cpallidicaule_CP010457	3	4	1	8	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG123	Overlapping	OG0000443.0	OG0011020	Csuecicum_BBB01138	"AUR62019309,AUR62000129"	Cpallidicaule_CP007997	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62019309	AUR62000129
OG124	Overlapping	OG0000444.0	OG0007271	Csuecicum_BBB20215	"AUR62031642,AUR62038874"	Cpallidicaule_CP015923	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62038874	AUR62031642
OG125	Overlapping	OG0000444.1	OG0001425	Csuecicum_BBB03676	"AUR62024660,AUR62011816"	"Cpallidicaule_CP002751,Cpallidicaule_CP002741,Cpallidicaule_CP002742"	1	2	3	6	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG126	Overlapping	OG0000446.0	OG0008720	Csuecicum_BBB17510	"AUR62037900,AUR62040153"	Cpallidicaule_CP018174	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62037900	AUR62040153
OG127	Overlapping	"OG0000451.0,OG0001463.0,OG0011532.0"	OG0000015	"Csuecicum_BBB16303,Csuecicum_BBB16301,Csuecicum_BBB13624,Csuecicum_BBB15048,Csuecicum_BBB16304,Csuecicum_BBB21581,Csuecicum_BBB16302"	"AUR62026665,AUR62026663,AUR62040569,AUR62026662,AUR62026664,AUR62026666,AUR62026667,AUR62040570,AUR62040571,AUR62040572,AUR62040573,AUR62040574,AUR62044431"	"Cpallidicaule_CP013948,Cpallidicaule_CP013950,Cpallidicaule_CP013946,Cpallidicaule_CP013947,Cpallidicaule_CP013949,Cpallidicaule_CP013951,Cpallidicaule_CP013975"	7	13	7	27	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG128	Overlapping	"OG0000459.0,OG0001542.0,OG0000459.1,OG0009984.0,OG0011479.0,OG0000067.0"	"OG0000108,OG0001397"	"Csuecicum_BBB13532,Csuecicum_BBB04322,Csuecicum_BBB16602,Csuecicum_BBB13535,Csuecicum_BBB13533,Csuecicum_BBB13534,Csuecicum_BBB16601,Csuecicum_BBB04321,Csuecicum_BBB13531,Csuecicum_BBB13536"	"AUR62040616,AUR62001180,AUR62001183,AUR62001185,AUR62022146,AUR62001184,AUR62001186,AUR62022140,AUR62022141,AUR62022143,AUR62001458,AUR62005436,AUR62006426,AUR62009959,AUR62014634,AUR62014877,AUR62015295,AUR62015697,AUR62015799,AUR62016870,AUR62016888,AUR62019789,AUR62020417,AUR62020673,AUR62022144,AUR62024287,AUR62027135,AUR62029888,AUR62030062,AUR62031850,AUR62033698,AUR62033711,AUR62034235,AUR62035286,AUR62035467,AUR62037852,AUR62040422,AUR62040920,AUR62041895,AUR62042652,AUR62042653,AUR62043475,AUR62044758,AUR62001189,AUR62022145"	"Cpallidicaule_CP019164,Cpallidicaule_CP019162,Cpallidicaule_CP019165,Cpallidicaule_CP019166,Cpallidicaule_CP019161"	10	45	5	60	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG129	Overlapping	OG0000462.0	OG0011766	Csuecicum_BBB19241	"AUR62042911,AUR62035140"	Cpallidicaule_CP013083	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62035140	AUR62042911
OG130	Ortho1-specific	OG0000464.0	N/A	Csuecicum_BBB12357	AUR62033971	Cpallidicaule_CP021419	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG131	Identical	OG0000467.0	OG0012851	Csuecicum_BBB01954	AUR62012157	Cpallidicaule_CP017356	1	1	1	3	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG132	Overlapping	OG0000472.0	OG0002675	Csuecicum_BBB18869	"AUR62041914,AUR62033911"	Cpallidicaule_CP013329	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	-1	AUR62041914	AUR62033911
OG133	Overlapping	OG0000475.0	OG0005577	Csuecicum_BBB02846	"AUR62016573,AUR62003727"	Cpallidicaule_CP005047	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62003727	AUR62016573
OG134	Overlapping	"OG0000476.0,OG0001404.0"	OG0000088	"Csuecicum_BBB13896,Csuecicum_BBB12691,Csuecicum_BBB15168,Csuecicum_BBB16821,Csuecicum_BBB21298"	"AUR62038897,AUR62037346,AUR62037347,AUR62038898,AUR62039032,AUR62039033,AUR62042600"	"Cpallidicaule_CP020374,Cpallidicaule_CP020621,Cpallidicaule_CP020762,Cpallidicaule_CP020763,Cpallidicaule_CP020764"	5	7	5	17	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
